Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
1,0,1,123456,Mehran0VX,325000,1,1,2004
1,0,1,85200,Swift,9750000,1,1,2011
3,0,2,75236,City0IVTEC,10850000,1,1,2009
3,0,1,85000,Civic0EXi,730000,1,1,2005
2,0,2,135000,Corolla0GLI,8850000,1,1,2005
8,0,2,90000,Excel,148000,1,1,1993
2,1,1,67000,Corolla0GLI,16700000,1,1,2015
2,0,2,45673,Corolla0XLI,9750000,1,1,2009
3,0,1,132680,Civic0VTi,7850000,1,1,2005
9,0,3,96000,B2200,8500000,9,1,1993
1,0,2,75236,Bolan,230000,1,1,1992
3,0,1,92000,N0Wgn,13500000,1,1,2014
1,0,1,46000,Cultus0VXR,930000,1,1,2014
1,0,2,455761,Mehran0VXR,1500000,1,1,1996
1,0,1,75000,Every0Wagon,10500000,1,1,2010
2,0,1,48000,Passo,14500000,1,1,2015
1,0,2,45321,Alto,4850000,1,1,2009
4,0,1,52000,Mira,1200000,1,1,2014
2,1,1,16000,Corolla0GLI,185000000,1,1,2016
1,0,1,75236,FX,100000,1,1,1989
2,1,1,19500,Corolla0GLI,18850000,1,1,2016
1,0,2,80000,Alto,300000,1,1,2006
2,0,1,60000,Corolla0GLI,18500000,1,1,2014
2,0,1,76000,Vitz,1110000,1,1,2007
14,0,1,75236,Exclusive,3850000,1,1,2006
1,0,1,79715,Cultus0VXL,540000,1,1,2005
3,0,1,75000,City0Aspire,6500000,1,1,2004
1,0,1,10000,Alto,240000,1,2,2017
1,0,2,45321,Liana,6500000,1,1,2007
3,0,1,200000,City0IDSI,825000,1,1,2008
4,0,1,10000,Boon,85000000,1,1,2007
3,0,2,2715855,Civic0VTi,265000,1,1,1989
3,1,1,89000,Civic0Prosmetic,7000000,1,1,2005
1,0,1,40000,Cultus0VXL,5700000,1,1,2006
6,0,1,140067,Ek0Wagon,75000000,1,1,2007
1,0,2,965382,Alto,440000,1,1,2008
1,0,2,123456,Cultus0VXR,1500000,1,1,2005
4,0,1,102000,Cuore,6700000,1,1,2010
2,1,1,75236,Vitz,5000000,1,1,2018
2,0,1,73000,Passo,1165000,1,1,2012
3,1,1,25300,City0IVTEC,14500000,1,1,2014
1,1,1,14500,Cultus0VXR,6850000,1,1,2010
6,1,1,38880,Mirage,1125000,1,1,2014
4,0,1,34538,Charade,1850000,1,1,1991
1,0,2,22500,Bolan,3700000,1,1,2001
10,0,2,52345,Sunny,2750000,1,1,1993
10,0,1,43000,Juke,440000,1,2,2014
4,0,1,20000,Cuore,200000,1,2,2004
2,0,1,92000,Corrolla0Altis,1030000,1,1,2007
1,0,2,200000,Margalla,400000,1,1,1997
1,1,1,45321,Hustler,13500000,1,1,2017
3,1,1,43014,Civic0VTi0Oriel0Prosmatec,185000000,1,1,2013
2,1,1,135000,Corrolla0Altis,13850000,1,1,2010
14,0,1,50000,Exclusive,310000,1,1,2004
1,0,2,45321,Cultus0VXR,4500000,1,1,2004
1,0,1,51000,Cultus0VXR,8500000,1,1,2007
4,0,2,75236,Charade,85000000,1,1,2018
1,0,2,75236,Cultus0VXR,5850000,1,1,2008
1,0,2,80000,Liana,400000,1,1,2006
2,0,2,45321,IST,7700000,1,1,2003
6,0,1,105000,Minica,4850000,1,1,2008
6,0,1,125000,Lancer,7850000,1,1,2007
1,0,2,75236,Khyber,1850000,1,1,1990
1,1,1,34500,Mehran0VXR,5750000,1,1,2014
4,0,1,9200,Hijet,930000,1,1,2017
1,0,1,45321,Cultus0VXR,55000000,1,1,2007
2,0,1,90000,Corolla0XLI,1140000,1,1,2009
10,0,1,90000,Dayz0Highway0Star,1200000,1,1,2014
10,1,1,45321,Dayz,1300000,1,1,2017
1,1,1,37000,Cultus0VXR,1000000,1,1,2015
2,0,1,11000,Corolla0GLI,23850000,1,1,2018
1,0,1,77000,Swift,8850000,1,1,2011
3,0,2,50000,Civic0EXi,3850000,1,1,1995
1,0,2,10000,Other,130000,1,1,2018
3,0,1,87000,City0Aspire,14500000,1,1,2014
2,1,4,105000,Aqua,17850000,1,1,2014
1,0,1,49000,Mehran0VXR,3850000,1,1,2009
2,0,1,57500,Tundra,58500000,1,1,2010
2,1,1,75000,Other,10500000,1,1,2013
2,0,1,95000,Corrolla0Altis,8850000,1,1,2003
2,0,1,68000,Belta,11850000,1,1,2013
1,0,2,45321,Liana,400000,1,1,2006
3,0,1,80000,Civic0Prosmetic,1440000,1,1,2011
1,0,2,79000,Swift,8500000,1,1,2011
4,0,1,108000,Mira,625000,1,1,2006
1,0,2,94240,Bolan,5850000,1,1,2011
2,0,2,45321,Corrolla0Altis,8500000,1,1,2006
1,0,1,43500,Mehran0VXR,5850000,1,1,2014
4,0,1,35000,Hijet,220000,1,2,2001
1,0,1,45321,Every,2500000,1,2,2011
1,0,1,60000,Mehran0VXR,2850000,1,1,2006
4,0,1,52345,Mira,5000000,1,1,2006
1,0,2,45321,Bolan,2850000,1,1,1999
1,0,2,12345,Alto,2850000,1,1,2000
3,0,2,145000,Other,2850000,1,1,1991
3,0,1,200000,Civic0VTi,6850000,1,1,2000
1,1,2,62531,Cultus0VXR,815000,1,1,2012
2,0,1,72000,Corolla0GLI,17000000,1,1,2015
1,1,2,45321,Alto,410000,1,1,2003
4,0,1,114000,Mira,730000,1,1,2006
4,0,1,3000000,Charade,1700000,1,1,1985
1,0,1,75236,Mehran0VX,15500000,1,1,1993
2,0,1,140000,Corolla0XLI,10850000,1,1,2009
10,0,2,45321,Sunny,2850000,1,1,1986
2,0,1,45321,Premio,16500000,1,1,2010
4,0,1,88000,Cuore,8500000,1,1,2008
2,1,1,8000,Vitz,1745000,1,1,2015
1,0,2,12348,Other,55000000,1,1,2008
2,1,1,92000,Corolla0XLI,12500000,1,1,2003
1,0,2,50000,Mehran0VX,240000,1,1,2002
1,0,2,240000,Baleno,3750000,1,1,2005
1,0,1,123456,Potohar,55000000,1,1,1998
2,1,1,40000,Passo,14850000,1,1,2017
4,0,2,125000,Atrai0Wagon,230000,1,1,1995
1,0,2,26000,Margalla,3850000,1,1,1995
1,0,2,45321,FX,1100000,1,1,1987
1,0,2,72000,Cultus0VXR,6850000,1,1,2010
2,1,1,57000,Passo,1545000,1,1,2015
1,0,2,65000,Mehran0VXR,35500000,1,1,2006
1,0,1,65000,Every0Wagon,10500000,1,1,2008
3,0,1,26000,Civic0VTi0Oriel0Prosmatec,20850000,1,1,2015
6,0,3,45321,Pajero,8500000,1,1,1989
3,0,1,185000,City0Vario,520000,1,1,2001
1,0,2,45321,Alto,365000,1,1,2005
2,0,1,83000,Corrolla0Altis,18500000,1,1,2010
1,0,1,66000,Every,830000,1,1,2011
4,0,2,45321,Charade,130000,1,1,1989
2,1,1,170000,Passo,765000,1,1,2012
2,0,1,57300,Tundra,58500000,1,1,2010
1,0,4,45321,Alto,545000,1,1,2010
2,0,1,45321,Corolla0XE,7700000,1,1,2002
2,0,1,200000,Mark0II,10850000,1,1,2001
1,0,2,120000,FX,105000,1,1,1987
3,0,1,124122,City0IDSI,741000,1,1,2006
2,0,1,45321,Other,845000,1,1,2011
3,0,2,75236,Civic0EXi,4500000,1,1,2000
1,0,2,75000,Mehran0VXR,320000,1,1,2005
1,0,1,84000,Swift,12850000,1,1,2015
3,0,1,53000,Civic0VTi0Oriel0Prosmatec,175000000,1,1,2013
3,1,1,65000,City0IVTEC,5850000,1,1,2002
6,1,1,454563,Ek0Wagon,240000,1,2,2017
4,0,2,75236,Cuore,45500000,1,1,2006
1,0,2,15000,Mehran0VX,220000,1,1,1992
1,0,2,90000,Mehran0VXR,3850000,1,1,2011
4,1,1,167000,Hijet,8850000,1,1,2014
4,0,2,15000,Cuore,4500000,1,1,2006
1,0,1,200000,Margalla,325000,1,1,1996
1,0,1,75000,Baleno,4500000,1,1,2003
4,1,1,55000,Charade,220000,1,1,1986
1,0,2,75236,Khyber,5850000,1,1,1990
2,0,1,25000,Land0Cruiser,28500000,1,2,2013
1,0,2,61500,Cultus0VXR,6850000,1,1,2008
2,0,2,130000,Corolla0GLI,1240000,1,1,2011
2,1,1,454563,Corolla0GLI,400000,1,2,2018
1,0,2,80000,Cultus0VXR,4850000,1,1,2005
2,0,1,86000,IST,7750000,1,1,2003
1,0,2,71000,Alto,5750000,1,1,2011
3,1,1,89000,City0IDSI,8500000,1,1,2007
4,1,1,162000,Hijet,8850000,1,1,2013
6,0,1,125000,Minica,4850000,1,1,2012
2,0,1,20000,Prado,2100000,1,2,2014
1,0,2,45321,Khyber,272000,1,1,1997
4,1,1,199000,Hijet,8750000,1,1,2013
1,0,1,75236,Khyber,300000,1,1,1997
1,0,2,11485,Bolan,2850000,1,1,1991
3,0,2,90000,Civic0EXi,865000,1,1,2005
1,0,2,890000,Bolan,240000,1,1,1987
1,1,1,45321,Mehran0VXR,820000,1,1,2018
4,1,1,123463,Hijet,1040000,1,1,2013
2,1,1,62000,Corolla0XLI,13850000,1,1,2013
1,0,2,91000,Alto,640000,1,1,2010
2,0,1,115000,Vitz,10850000,1,1,2010
9,1,1,123455,Scrum,8850000,1,1,2013
1,1,1,454563,Bolan,200000,1,2,2018
8,0,2,60000,Santro,3500000,1,1,2001
4,0,1,31000,Mira,1200000,1,1,2015
1,1,1,72646,Cultus0VXR,95500000,2,1,2016
1,0,1,45321,Cultus0VXR,5000000,1,1,2006
2,0,4,45321,Celica,210000,1,1,1980
1,0,1,45321,Cultus0VXR,55000000,1,1,2008
1,1,2,250000,Bolan,589000,1,1,2011
4,0,1,45321,Mira,640000,1,1,2004
2,1,1,13198,Corolla0GLI,185000000,1,1,2016
4,0,1,73000,Move,1035000,1,1,2011
3,0,2,124567,Civic0EXi,530000,1,1,1998
1,0,1,75236,Cultus0VXR,510000,1,1,2006
1,0,1,75236,Alto,1700000,1,1,1990
1,0,2,45321,Margalla,215000,1,1,1992
4,1,1,116000,Hijet,8850000,1,1,2014
2,0,1,67000,Estima,19750000,1,1,2003
1,1,1,70000,Alto,415000,1,1,2006
2,0,1,120000,Corolla0XLI,7700000,1,1,2005
1,0,2,45321,Mehran0VX,215000,1,1,1997
3,0,1,94000,City0Vario,920000,1,1,2007
4,0,1,71000,Mira,10500000,1,1,2013
1,0,1,75236,Cultus0VXR,520000,1,1,2007
2,0,1,170845,Pixis0Epoch,9850000,1,1,2012
3,0,1,10000,Civic0VTi0Oriel,645000,1,1,2001
3,0,2,10000,Civic0VTi,440000,1,1,1997
2,0,1,125000,Platz,6750000,1,1,2004
1,0,2,12345,Cultus0VXR,430000,1,1,2002
3,0,1,52345,City0IDSI,730000,1,1,2005
1,0,1,200000,Khyber,3500000,1,1,1999
1,0,2,45321,Mehran0VX,215000,1,1,1997
2,0,2,135000,Corolla0XE,6500000,1,1,1999
3,0,1,45321,City0IDSI,715000,1,1,2006
1,0,2,45321,Cultus0VXR,6500000,1,1,2008
8,0,1,102000,Santro,465000,1,1,2004
2,0,1,44097,Corrolla0Altis,21500000,1,1,2016
4,1,1,57000,Move,11500000,1,1,2014
2,0,1,75236,Corolla0XLI,85000000,1,1,2003
1,0,2,50000,Mehran0VXR,340000,1,1,2007
1,0,2,68594,Cultus0VXR,640000,1,1,2010
2,1,1,92000,Vitz,1010000,1,1,2008
1,0,2,10254,Khyber,265000,1,1,1998
3,0,1,85000,City0Vario,75000000,1,1,2008
2,0,2,75236,86,210000,1,1,1986
3,0,2,45321,Other,2750000,1,1,1986
3,0,1,200000,Civic0EXi,400000,1,1,1995
1,0,2,76000,Alto,430000,1,1,2005
3,0,1,45321,Civic0VTi,9700000,1,1,2006
2,0,1,72000,Corolla0GLI,1210000,1,1,2011
3,0,1,145000,Accord,85000000,1,1,2002
2,0,1,105000,Corolla0XLI,1125000,1,1,2009
1,0,4,121225,Mehran0VX,1750000,1,1,1997
2,0,1,95000,Corolla0GLI,12500000,1,1,2011
1,1,1,51000,Swift,11500000,1,1,2013
1,0,1,65000,Liana,565000,1,1,2007
3,0,1,92600,Civic0VTi0Oriel0Prosmatec,12500000,1,1,2009
16,0,2,120000,Other,520000,1,1,2009
4,0,1,75236,Hijet,930000,1,1,2012
4,1,2,107000,Cuore,4850000,1,1,2007
1,0,1,11000,Mehran0VX,340000,1,1,2006
1,0,2,115200,Cultus0VXR,425000,1,1,2001
4,0,2,80000,Other,2850000,1,1,1988
4,1,2,107000,Cuore,4850000,1,1,2007
1,0,1,11000,Mehran0VX,340000,1,1,2006
1,0,2,115200,Cultus0VXR,425000,1,1,2001
4,0,2,80000,Other,2850000,1,1,1988
1,0,2,99000,Mehran0VXR,3500000,1,1,2008
1,0,2,12345,FX,135000,1,1,1984
1,0,2,70000,FX,1700000,1,1,1988
1,0,2,125000,Alto,45500000,1,1,2008
2,0,1,97000,Corrolla0Altis,7700000,1,1,2005
3,0,1,1237,City0IDSI,715000,1,1,2006
4,0,2,1056,Charade,1850000,1,1,1986
1,0,2,12345,Khyber,2850000,1,1,1992
1,0,1,10000,Cultus0VXL,4500000,1,1,2003
3,0,1,74000,Civic0VTi0Oriel0Prosmatec,13500000,1,1,2011
2,0,1,63050,Vitz,1125000,1,1,2009
2,0,2,190000,Corolla0XLI,8700000,1,1,2006
2,1,1,46563,Passo,2500000,1,2,2018
2,0,1,45321,Corolla0XLI,1100000,1,1,2009
2,0,1,2200,Vitz,240000,1,2,2014
3,0,1,89000,Civic0VTi0Oriel,725000,1,1,2004
1,0,2,75236,Khyber,1850000,1,1,1991
10,1,1,38000,Dayz,12500000,1,1,2016
4,0,1,59000,Atrai0Wagon,9850000,1,1,2016
4,0,1,50000,Charade,1500000,1,1,1983
2,1,1,92500,Corolla0Fielder,15000000,1,1,2006
1,0,1,66000,Cultus0VXL,765000,1,1,2011
1,0,2,75236,Alto,420000,1,1,2004
1,0,1,60000,Cultus0VXR,1040000,1,1,2017
5,0,2,75236,Spectra,300000,1,1,2018
4,0,2,75236,Cuore,3850000,1,1,2002
1,0,2,75236,Khyber,1850000,1,1,1991
2,1,1,30000,Passo,155000000,1,1,2015
2,0,1,690000,Corolla0GLI,14850000,1,1,2014
1,0,1,60000,Baleno,400000,1,1,2000
2,1,1,66000,Corolla0GLI,1240000,1,1,2012
1,0,2,80000,Alto,540000,1,1,2011
1,0,2,144000,FX,145000,1,1,1988
4,0,2,56000,Charade,200000,1,1,2000
1,0,2,57000,Bolan,4850000,1,1,2007
2,0,1,40000,Other,2000000,1,1,2014
4,0,2,45321,Cuore,465000,1,1,2006
2,0,1,75000,Vitz,10500000,1,1,2008
2,0,1,120000,Land0Cruiser,18500000,1,1,1988
1,1,1,71000,Cultus0VXR,810000,1,1,2013
2,0,4,50000,Prius,400000,1,2,2013
1,0,1,15200,Alto,200000,1,2,2010
1,0,2,50000,Mehran0VX,3500000,1,1,2010
1,0,1,10000,Alto,410000,1,1,2004
4,1,1,75236,Mira,240000,1,2,2014
2,0,2,120000,Corolla0GLI,85000000,1,1,2007
4,0,2,11111,Charade,120000,1,1,1986
1,0,1,45321,Kei,2500000,1,2,2018
3,1,1,45321,CR-V,18500000,1,2,2014
1,0,1,97000,Alto,565000,1,1,2010
1,0,1,20000,Cultus0VXR,200000,1,2,2015
2,0,1,92000,Probox,1125000,1,1,2006
3,0,2,105000,City0IVTEC,615000,1,1,2002
2,0,1,78000,Corolla0XLI,1525000,1,1,2014
3,0,2,150978,Civic0VTi0Oriel0Prosmatec,85000000,1,1,2005
2,0,1,86995,Belta,10750000,1,1,2006
4,0,1,95000,Hijet,6750000,1,1,2009
2,0,1,190000,Corolla0GLI,1325000,1,1,2009
1,0,1,60000,Every0Wagon,105500000,1,1,2011
2,0,3,95000,Hilux,14850000,1,1,2003
1,0,1,72015,Margalla,389999,1,1,1996
2,0,2,178600,86,2850000,1,1,1985
2,0,1,45321,Other,300000,1,2,2015
1,0,1,46234,Alto,430000,1,1,2004
2,1,1,78000,Van,10500000,1,1,2014
1,0,1,73000,Cultus0VXR,525000,1,1,2006
1,1,2,45321,Mehran0VXR,240000,1,1,2000
1,0,1,69600,Alto,635000,1,1,2011
10,0,2,45321,Sunny,215000,1,1,1986
1,0,2,83000,Alto,435000,1,1,2007
1,0,2,95000,Cultus0VXR,725000,1,1,2012
3,0,2,214563,Civic0EXi,430000,1,1,1995
12,0,1,60000,C0Class,18500000,1,1,2003
1,1,1,10000,Cultus0VXR,7850000,1,1,2013
14,0,1,74000,Joy,4750000,1,1,2008
1,0,2,45321,Mehran0VX,3700000,1,1,2010
2,0,3,79999,Pickup,1300000,1,1,2005
3,0,2,133000,City0IDSI,820000,1,1,2007
2,1,1,16500,Pixis0Epoch,11850000,1,1,2016
2,0,3,120000,Corolla02.00D,7000000,1,1,2006
1,0,1,33498,Swift,1400000,1,1,2012
1,0,2,45321,Cultus0VXR,3850000,1,1,2002
4,0,2,95000,Cuore,4500000,1,1,2005
3,1,1,45645,City0IVTEC,3850000,1,2,2018
1,0,2,71000,Alto,5000000,1,1,2007
1,0,1,30000,Cultus0VXR,8850000,1,1,2014
2,1,4,78539,Aqua,19850000,1,1,2015
2,0,1,75000,Corolla0GLI,14750000,1,1,2013
2,1,1,75000,Corolla0XLI,11750000,1,1,2009
1,0,2,200000,Cultus0VX,400000,1,1,2002
4,0,2,112000,Cuore,3850000,1,1,2007
1,0,2,500000,Mehran0VX,1700000,1,1,1990
6,0,1,78000,Lancer,45500000,1,1,1988
6,0,1,18700,Pajero,1200000,1,1,1993
3,0,1,66000,Civic0Prosmetic,1225000,1,1,2009
1,0,1,110000,Alto,4700000,1,1,2007
2,0,2,85250,Corolla0GLI,1315000,1,1,2011
2,1,2,150000,86,330000,1,1,1992
6,0,1,54000,Pajero0Mini,12500000,3,1,2012
2,0,2,50000,Corolla0XE,7750000,1,1,2005
1,0,2,45321,Cultus0VXR,399000,1,1,2004
1,0,1,35000,Alto,8750000,1,1,2010
1,0,1,60000,Baleno,400000,1,1,2000
1,1,1,45321,Every,300000,1,2,2018
2,1,4,75236,Other,2500000,1,2,2018
1,0,2,45321,Alto,320000,1,1,2002
1,1,1,25000,Khyber,45500000,1,1,1997
1,0,2,45321,Cultus0VXR,520000,1,1,2007
1,0,2,45000,Khyber,200000,1,1,1991
1,1,1,74000,Cultus0VXR,825000,1,1,2012
1,0,1,161000,Jimny,12500000,1,1,2012
6,0,1,45321,Pajero0Mini,330000,1,2,2014
1,0,1,48059,Cultus0VXR,8850000,1,1,2014
2,0,1,119000,Corolla0XLI,11500000,1,1,2010
1,0,2,82322,Cultus0VXR,6700000,1,1,2010
1,0,1,75236,Kizashi,359000,1,1,2004
1,0,2,91000,Alto,525000,1,1,2009
1,1,1,45321,Swift,2850000,1,2,2018
1,0,1,26000,Cultus0VXL,13500000,1,1,2017
3,1,1,454563,Vezel,400000,1,2,2018
1,0,1,66667,Wagon0R,8500000,1,1,2014
2,1,1,45645,Corolla0GLI,2425000,1,1,2018
2,0,1,45321,Camry,1000000,1,2,2015
2,0,1,12500,Vitz,165500000,1,1,2014
1,0,2,55000,Kei,1750000,1,1,2001
3,0,2,75236,Civic0EXi,420000,1,1,1995
2,0,1,116000,Vitz,10850000,1,1,2007
1,0,2,10000,Carry,140000,1,1,1982
1,0,2,91369,Mehran0VXR,430000,1,1,2011
16,1,3,75236,Other,5000000,1,2,2018
4,1,1,454563,Mira,200000,1,2,2017
1,0,1,23412,Alto,365000,1,1,2002
1,1,2,45321,Baleno,4500000,1,1,2004
2,0,2,180000,Corolla0XE,7700000,1,1,1999
4,0,2,850000,Charade,1500000,1,1,1986
16,0,2,75236,Other,3850000,1,1,2010
1,0,1,39000,Cultus0VXR,915000,1,1,2014
5,0,1,45321,Spectra,300000,1,1,2003
2,1,1,30000,Corolla0GLI,1925000,1,1,2016
2,1,1,45321,Corolla0XLI,420000,1,2,2017
1,0,1,60000,Alto,635000,1,1,2012
5,0,1,75236,Spectra,2850000,1,1,2003
3,0,1,45321,City0Aspire,2500000,1,2,2010
2,1,1,87000,Prius,1300000,1,1,2008
1,1,2,25000,Bolan,615000,1,1,2012
3,0,1,10000,Civic0EXi,8500000,1,1,2009
1,0,2,25000,Cultus0VXR,55000000,1,1,2007
1,0,1,83000,Every,920000,1,1,2013
1,0,2,135200,Mehran0VX,3750000,1,1,2010
11,1,1,45321,V2,1204000,1,1,2018
1,0,2,10000,Khyber,1500000,1,1,1989
1,1,1,454563,Swift,300000,1,2,2017
1,0,2,24580,Cultus0VXR,55000000,1,1,2008
2,0,1,50000,Corolla0GLI,16500000,1,1,2014
14,0,1,28000,Joy,4850000,1,1,2008
1,1,1,14000,Cultus0VXR,520000,1,1,2006
4,0,1,92370,Mira0Cocoa,615000,1,1,2006
2,0,1,180000,Corolla0XE,7700000,1,1,1999
1,0,1,27500,Bolan,6850000,1,1,2016
11,0,2,75236,Other,2850000,1,1,1992
1,0,2,45321,Mehran0VX,300000,1,1,2005
2,1,1,70000,Corrolla0Altis,17000000,1,1,2012
3,0,1,80000,Civic0Prosmetic,1300000,1,1,2008
1,0,1,24000,Kei,240000,1,2,2008
1,0,1,45321,Mehran0VX,230000,1,1,1994
3,0,4,79500,Freed,1715000,1,1,2011
2,0,1,29000,Vitz,1665000,1,1,2014
1,0,2,200000,Khyber,310000,1,1,1998
1,0,1,76000,Alto,4850000,1,1,2006
4,0,1,35000,Esse,240000,1,2,2008
2,0,2,96000,Corolla0GLI,10850000,1,1,2009
2,0,1,39500,Pixis0Epoch,10850000,1,1,2013
1,1,2,123345,Khyber,145000,1,1,1990
1,1,1,51500,Cultus0VXR,7850000,1,1,2011
12,0,1,134000,C0Class,15750000,1,1,2007
2,0,1,78000,Corolla0GLI,1400000,1,1,2013
1,0,2,75236,Mehran0VXR,5850000,1,1,2015
1,1,2,115000,Mehran0VXR,330000,1,1,2004
2,1,3,181000,Land0Cruiser,16750000,1,1,1994
3,1,1,45321,City0IDSI,915000,1,1,2008
16,0,2,75236,Other,199000,1,1,1982
1,1,2,1200000,Cultus0VXR,492000,1,1,2006
1,1,1,48500,Every0Wagon,1300000,1,1,2013
1,0,4,45321,Mehran0VX,1700000,1,1,1992
4,0,2,80000,Cuore,4850000,1,1,2008
2,0,1,115000,Vitz,9850000,1,1,2009
2,0,1,200425,Corolla0XE,6500000,1,1,1996
1,1,1,45321,Cultus0VXR,9850000,1,1,2015
1,0,1,10000,Alto,3850000,1,1,2005
8,0,2,110000,Santro,3500000,1,1,2003
1,0,2,45321,Other,4700000,1,1,2010
1,0,2,45321,Mehran0VX,245000,1,1,2001
2,0,1,128000,Corolla0XLI,10850000,1,1,2010
1,0,2,82000,Mehran0VXR,320000,1,1,2006
6,0,1,131800,Ek0Wagon,815000,1,1,2012
1,1,2,200000,Swift,125000,1,1,1985
1,0,1,65000,Bolan,535000,1,1,2013
1,0,2,99999,Alto,3850000,1,1,2007
2,0,1,99999,Corolla0GLI,4850000,1,1,1998
2,0,2,166000,Corolla0XLI,10500000,1,1,2006
1,0,2,92000,Alto,3850000,1,1,2002
3,0,1,45321,Civic0VTi0Oriel0Prosmatec,30500000,1,1,2018
1,0,2,222200,Margalla,222000,1,1,1994
1,0,4,98000,Cultus0VXR,535000,1,1,2006
15,0,1,80000,RX0Series,68500000,1,1,2011
6,1,1,200000,Galant,3750000,1,1,1994
1,0,1,75236,Alto,400000,1,1,2005
3,0,1,177000,Civic0EXi,6500000,1,1,1996
2,1,1,34535,Corolla0GLI,23850000,1,1,2018
1,0,2,12333,Mehran0VX,1500000,1,1,1992
1,0,2,45645,Swift,140000,1,1,1989
2,1,1,87000,Corolla0GLI,8500000,1,1,2003
2,0,1,87000,Vitz,8500000,1,1,2008
1,1,4,75236,Cultus0VXR,4850000,1,1,2007
1,0,2,65000,Cultus0VXR,610000,1,1,2008
1,0,1,36000,Cultus0VXR,4850000,1,1,2005
1,0,2,45321,Mehran0VX,299000,1,1,2003
3,0,1,95000,City0Vario,8850000,1,1,2006
1,0,2,45321,Khyber,15500000,1,1,1991
1,0,2,10000,Alto,3700000,1,1,2004
1,0,1,20000,Every,525000,1,1,2005
1,1,1,128068,FX,1750000,1,1,1984
3,0,1,131444,Civic0EXi,845000,1,1,2005
3,0,1,95000,Civic0VTi0Oriel0Prosmatec,125000,1,2,2007
1,0,2,10000,Bolan,325000,1,1,1994
3,0,1,95000,Civic0EXi,55000000,1,1,1995
1,0,2,45321,Mehran0VX,3500000,1,1,2010
1,0,1,75000,Cultus0VXR,3850000,1,1,2000
1,0,1,45321,Mehran0VXR,300000,1,1,2004
3,0,1,45321,City0IDSI,7850000,1,1,2005
1,0,4,12345,Baleno,3850000,1,1,2000
4,0,2,45321,Cuore,540000,1,1,2008
2,1,1,12000,Other,20850000,1,1,2018
4,0,1,92000,Mira0Cocoa,8500000,1,1,2014
2,1,1,30000,Corrolla0Altis,2125000,1,1,2014
3,0,1,57000,Civic0Prosmetic,13500000,1,1,2011
4,0,1,11111,Charade,300000,1,1,1988
3,0,1,46000,City0IVTEC,14750000,1,1,2014
2,1,1,1441,Corolla0XLI,300000,1,1,2018
1,0,1,70000,Wagon0R0Stingray,10500000,1,1,2012
2,0,1,45321,Corolla0GLI,2300000,1,1,2018
1,0,1,90000,Swift,85000000,1,1,2012
2,0,1,650000,Vitz,1130000,1,1,2008
2,0,1,83465,Rush,15000000,1,1,2007
2,0,1,75000,Prado,750000000,1,1,2012
1,0,2,75236,Alto,400000,1,1,2007
1,0,1,45321,Alto,610000,1,1,2011
13,0,2,10000,Racer,1500000,1,1,1993
2,0,1,75000,Corolla0GLI,13850000,1,1,2012
3,0,2,45321,City0IDSI,645000,1,1,2005
1,0,1,888799,Cultus0VXR,405000,1,1,2004
1,0,2,45321,Bolan,3500000,1,1,1999
4,0,1,76500,Mira,7850000,1,1,2013
2,0,1,85000,Vitz,12750000,1,1,2012
3,0,2,160000,City0IDSI,642000,1,1,2005
1,0,2,75236,Khyber,1500000,1,1,1989
6,0,1,12345,Lancer,400000,1,1,2006
2,0,1,55000,Corolla0GLI,15000000,1,1,2011
1,0,1,25000,Cultus0VXR,55000000,1,1,2007
1,0,2,78900,Alto,645000,1,1,2012
4,0,1,76000,Move,7850000,1,1,2013
1,0,2,73000,Cultus0VXR,6500000,1,1,2010
3,0,1,110000,Civic0Prosmetic,625000,1,1,2003
2,1,1,40000,Aqua,20850000,1,1,2015
2,0,1,38000,Corolla0GLI,1910000,1,1,2016
2,0,3,190000,Prado,25000000,1,1,1997
1,1,2,34538,FX,140000,1,1,1983
1,0,2,300000,Khyber,120000,1,1,1990
3,0,1,67000,Civic0Prosmetic,18500000,1,1,2014
4,1,2,79000,Charade,235000,1,1,1994
1,1,2,44000,Alto,4850000,1,1,2008
4,0,2,10000,Charade,1850000,1,1,1986
4,1,2,65000,Charade,235000,1,1,1994
2,0,1,180000,Prius,14500000,1,1,2009
2,0,1,91000,Passo,830000,1,1,2007
2,1,1,95000,Corolla0GLI,1345000,1,1,2013
3,0,1,75000,Accord,7850000,1,1,2003
1,0,4,106589,Cultus0VXR,55000000,1,1,2007
1,0,2,75236,Alto,425000,1,1,2008
1,0,1,78000,Alto,630000,1,1,2008
6,0,2,45321,Lancer,6500000,1,1,1988
1,0,1,5600,Cultus0VXR,545000,1,1,2006
2,1,1,45321,Vitz,10500000,1,1,2009
1,0,1,88500,Alto0Lapin,85500000,1,1,2012
4,0,1,75000,Hijet,75500000,1,1,2011
2,0,1,140000,Other,8700000,1,1,2004
1,0,1,75236,APV,175000000,1,1,2012
1,0,2,45321,Alto,3700000,1,1,2002
2,1,3,30000,Hilux,48500000,1,1,2017
16,0,1,75236,Other,1850000,1,1,1984
2,0,1,82000,Corrolla0Altis,14500000,1,1,2011
3,0,1,34000,Vezel,3200000,1,1,2015
3,0,1,34000,Vezel,3200000,1,1,2015
1,0,1,45321,Khyber,2850000,1,1,1991
